IN FILE,AUTO ID*,PULSES,MATCH RATIO,MARGIN,Fc,Sc,Dur,Fmax,Fmin,Fk,Tk,Tc,S1,BWDth,PkDur,COMP ID,Result
NoID_20200301_190645.wav,EPTFUS,61.0,0.098,0.08129600000000001,34.857,18.99,4.602,40.657,34.251999999999995,35.74,2.773,3.909,206.21,6.405000000000001,24.68491960017383,NoID,False
NoID_20200102_190930.wav,EPTFUS,82.0,0.073,0.127656,27.323,23.14,6.176,32.603,26.748,28.197,3.8680000000000003,5.502000000000001,86.9,5.855,26.457253886010367,NoID,False
NoID_20200130_184654.wav,EPTFUS,29.0,0.172,0.161688,25.910999999999998,7.2,6.812,30.309,24.873,26.298000000000002,3.843,5.477,91.48,5.436,23.98708162066941,NoID,False
EPTFUS_20200427_211417.wav,EPTFUS,48.0,0.10400000000000001,0.169856,27.185,22.36,6.78,32.593,26.724,28.201,4.14,6.11,127.03,5.869000000000003,29.05604719764013,EPTFUS,True
TADBRA_20191020_184847.wav,EPTFUS,12.0,0.33299999999999996,0.19075699999999998,29.919,18.92,6.0520000000000005,33.716,28.824,30.816,2.855,4.848,123.61,4.8919999999999995,32.93126239259748,TADBRA,False
EPTFUS_20200716_212806.wav,EPTFUS,12.0,0.33299999999999996,0.33208499999999996,28.090999999999998,24.85,5.983,35.463,27.756999999999998,28.989,3.637,5.5920000000000005,181.35,7.706000000000003,32.675915092762835,EPTFUS,True
EPTFUS_20191214_181425.wav,EPTFUS,16.0,0.25,0.177231,27.103,10.65,5.091,31.348000000000003,26.250999999999998,27.504,2.924,3.95,48.91,5.097000000000005,20.153211549793756,EPTFUS,True
NoID_20200227_201311.wav,EPTFUS,19.0,0.21100000000000002,0.116325,28.72,16.69,3.8930000000000002,32.355,28.151999999999997,29.193,2.383,3.355,184.19,4.202999999999999,24.967891086565626,NoID,False
EPTFUS_20191020_184804.wav,EPTFUS,26.0,0.154,0.154497,28.899,30.06,5.3229999999999995,34.319,28.299,29.545,3.6010000000000004,4.62,150.0,6.020000000000003,19.1433402216795,EPTFUS,True
EPTFUS_20200102_185006.wav,EPTFUS,32.0,0.125,0.19281800000000002,26.686,21.44,7.024,33.675,26.238000000000003,27.263,5.087,6.414,193.99,7.436999999999994,18.89236902050114,EPTFUS,True
NoID_20200401_201923.wav,EPTFUS,49.0,0.08199999999999999,0.082512,36.785,56.4,3.138,43.821999999999996,34.689,38.896,1.355,2.434,250.67,9.132999999999996,34.38495857233907,NoID,False
EPTFUS_20200301_190701.wav,EPTFUS,8.0,0.375,0.22435300000000002,30.118000000000002,26.28,4.6160000000000005,35.423,29.721,30.859,3.215,4.357,162.2,5.702000000000002,24.740034662045066,EPTFUS,True
NoID_20200301_191539.wav,EPTFUS,8.0,0.375,0.286643,26.829,19.61,7.568,32.071999999999996,26.08,27.816999999999997,3.978,6.353,160.58,5.991999999999997,31.382135306553906,NoID,False
NoID_20200120_185031.wav,EPTFUS,10.0,0.3,0.105896,36.825,46.98,2.984,40.691,32.83,38.175,0.943,2.086,158.21,7.861000000000004,38.30428954423592,NoID,False
EPTFUS_20200301_191535.wav,EPTFUS,11.0,0.273,0.20533800000000002,29.339000000000002,27.18,3.926,34.189,28.906999999999996,30.049,2.537,3.588,105.11,5.282000000000004,26.77024961793174,EPTFUS,True
LASNOC_20200301_192440.wav,EPTFUS,12.0,0.25,0.201449,27.041,18.65,8.472000000000001,34.093,26.631,27.766,5.728,7.499,177.12,7.462000000000003,20.90415486307837,LASNOC,False
EPTFUS_20191014_184246.wav,EPTFUS,24.0,0.125,0.24111,27.136,21.16,7.54,32.812,26.279,27.901999999999997,4.626,6.222,99.56,6.532999999999998,21.16710875331565,EPTFUS,True
EPTFUS_20200316_201547.wav,EPTFUS,35.0,0.086,0.122699,27.586,22.72,4.225,31.694000000000003,27.068,28.399,2.224,3.595,133.1,4.626000000000001,32.44970414201184,EPTFUS,True
NoID_20200323_201630.wav,EPTFUS,36.0,0.083,0.07131599999999999,35.125,49.02,4.016,41.618,33.854,36.843,2.208,3.428,172.86,7.764000000000003,30.37848605577689,NoID,False
NoID_20200102_190817.wav,EPTFUS,37.0,0.081,0.23243000000000003,25.656999999999996,20.04,7.202999999999999,32.339,25.006999999999998,26.183000000000003,4.809,6.075,170.94,7.332000000000001,17.576009995835072,NoID,False
EPTFUS_20200130_184630.wav,EPTFUS,5.0,0.4,0.213148,27.11,15.05,4.263,30.663,26.502,27.721,2.252,3.429,83.43,4.161000000000001,27.609664555477366,EPTFUS,True
EPTFUS_20191020_184333.wav,EPTFUS,8.0,0.25,0.22572399999999998,29.153000000000002,43.02,3.917,33.619,28.86,29.919,2.603,3.508,162.55,4.759,23.10441664539188,EPTFUS,True
NoID_20200427_202803.wav,EPTFUS,8.0,0.25,0.144293,27.745,29.59,5.489,32.943000000000005,27.204,28.539,3.463,4.7780000000000005,137.65,5.739000000000004,23.957004918928774,NoID,False
EPTFUS_20191020_183829.wav,EPTFUS,15.0,0.133,0.14947,28.438000000000002,24.55,5.279,33.573,27.925,29.241999999999997,3.3089999999999997,4.7139999999999995,127.9,5.648,26.614889183557487,EPTFUS,True
NoID_20200401_195932.wav,EPTFUS,27.0,0.07400000000000001,0.142041,31.747,30.47,4.0889999999999995,36.448,30.801,32.739000000000004,2.28,3.495,132.46,5.647000000000002,29.713866471019816,NoID,False
EPTFUS_20200102_191208.wav,EPTFUS,32.0,0.063,0.111947,28.565,27.74,6.785,35.062,27.658,29.496,4.537,5.944,154.26,7.403999999999996,20.736919675755342,EPTFUS,True
EPTFUS_20200227_194152.wav,EPTFUS,7.0,0.14300000000000002,0.16005899999999998,27.104,23.08,6.574,32.648,26.462,27.99,3.705,5.694,142.03,6.1860000000000035,30.255552175235778,EPTFUS,True
NoID_20200225_202549.wav,EPTFUS,9.0,0.111,0.267452,29.385,13.99,5.0489999999999995,33.931999999999995,28.961,29.893,3.283,4.673,181.7,4.9709999999999965,27.530204000792242,NoID,False
NoID_20200225_194747.wav,EPTFUS,12.0,0.083,0.129157,29.706999999999997,24.25,5.096,35.894,29.201,30.424,3.1,4.385,81.7,6.692999999999998,25.215855572998425,NoID,False
TADBRA_20190609_213350.wav,EPTFUS,13.0,0.077,0.101047,29.266,35.95,3.6860000000000004,33.37,28.135,30.023000000000003,1.8769999999999998,2.6919999999999997,229.48,5.234999999999996,22.11068909386869,TADBRA,False
EUMPER_20200126_180754.wav,EUMPER,27.0,1.0,0.962992,8.806000000000001,-0.17,7.291,8.904,8.72,8.801,2.645,5.011,1.32,0.18399999999999928,32.45096694554931,EUMPER,True
EUMPER_20200126_180856.wav,EUMPER,19.0,1.0,0.962992,8.59,1.99,8.908,8.709,8.505,8.618,3.447,5.7410000000000005,7.27,0.20399999999999885,25.752132914234405,EUMPER,True
NoID_20200629_210416.wav,EUMPER,27.0,0.667,0.48046000000000005,10.828,7.14,3.364,11.061,10.77,10.91,1.1840000000000002,2.906,12.24,0.29100000000000037,51.18906064209274,NoID,False
NoID_20200612_205337.wav,EUMPER,32.0,0.531,0.639072,9.57,9.76,3.9160000000000004,9.866,9.458,9.69,1.265,2.909,34.78,0.4079999999999995,41.98161389172624,NoID,False
NoID_20191014_190210.wav,EUMPER,16.0,1.0,0.962992,8.091000000000001,8.12,3.511,8.264,8.036,8.19,0.9179999999999999,2.92,12.5,0.22799999999999976,57.02079179720877,NoID,False
